ref_evap;anomes;hora1;hora2;hora3;evapiche;evatanque;temedmax;temedmin;temedsec1;temedhum1;temedsec2;temedhum2;temedsec3;temedhum3;velviento;prectotmes;diasprec;insol
1002;199812;8;;;;;9.5;-1.4;;;;;;;;43;8;
1002;200006;8;;;;5.9;28;11.7;;;;;;;;2.5;2;
1002;200005;8;;;;3.6;20.2;9.2;;;;;;;;61.3;13;
1002;200004;8;;;;1.5;10.9;4;;;;;;;;136;22;
1002;200003;8;;;;2.6;16.8;2.5;;;;;;;;5.8;4;
1002;200002;8;;;;0.9;13.7;3;;;;;;;;13.4;6;
1002;200001;8;;;;;8.5;-3.1;;;;;;;;14;2;
1002;199912;8;;;;0.3;11.3;0.5;;;;;;;;87.9;15;
1002;199911;8;;;;0.8;13.2;1.4;;;;;;;;13.9;6;
1002;199910;8;;;;1.8;16;8;;;;;;;;159;20;
1002;199909;8;;;;3.3;23.8;11;;;;;;;;185;12;
1002;199908;8;;;;5.4;28.7;13;;;;;;;;44.2;5;
1002;199907;8;;;;6.8;32;14.1;;;;;;;;3.1;2;
1002;199711;8;;;;0.5;13.5;5.3;;;;;;;;200;23;
1002;199905;8;;;;3.3;20.5;8.4;;;;;;;;77.5;15;
1002;200009;8;;;;4;26.9;10.2;;;;;;;;34.4;6;
1002;199811;8;;;;0.6;17.3;3;;;;;;;;24.7;9;
1002;199810;8;;;;1.3;19.8;6.6;;;;;;;;37.4;10;
1002;199809;8;;;;3.4;24.5;11.6;;;;;;;;67.6;10;
1002;199808;8;;;;5.6;33.4;14.8;;;;;;;;7.6;4;
1002;199807;8;;;;6.2;28.5;12.6;;;;;;;;5.2;3;
1002;199806;8;;;;5.3;25.2;10.4;;;;;;;;12;2;
1002;199805;8;;;;3.5;19.6;8.1;;;;;;;;62.6;9;
1002;199804;8;;;;1.6;11.2;4.3;;;;;;;;182;24;
1002;199803;8;;;;2.7;19;5;;;;;;;;29.7;6;
1002;199802;8;;;;1.3;16.9;2.4;;;;;;;;23.5;4;
1002;199801;8;;;;0.6;11.2;3.3;;;;;;;;31.4;9;
1002;200302;8;;;;0.6;9.7;0.8;;;;;;;;29.7;12;
1002;199906;8;;;;5.4;26.3;11.1;;;;;;;;11.3;3;
1002;200111;8;;;;0.9;16.1;0.6;;;;;;;;5.8;4;
1002;199212;8;;;;0.2;8;-0.2;3.6;2.7;;;;;1.6;131.7;17;
1002;200212;8;;;;0.4;11;4;;;;;;;;120;20;
1002;200211;8;;;;0.6;12.2;3.7;;;;;;;;164;19;
1002;200210;8;;;;1.6;19.7;7.9;;;;;;;;92;16;
1002;200209;8;;;;3.3;25.3;10.3;;;;;;;;76.6;8;
1002;200208;8;;;;5.3;29.2;11.1;;;;;;;;14.8;4;
1002;200207;8;;;;6;29.9;11.9;;;;;;;;8.2;3;
1002;200206;8;;;;4.6;26.3;11.5;;;;;;;;52.5;9;
1002;200205;8;;;;2.9;18.3;6.2;;;;;;;;56.6;16;
1002;200204;8;;;;3.3;19.2;4.1;;;;;;;;11.7;5;
1002;200203;8;;;;2.1;16.5;3.9;;;;;;;;31.8;8;
1002;200202;8;;;;1.1;13.9;0.9;;;;;;;;41.4;7;
1002;200007;8;;;;5.5;27.5;12.2;;;;;;;;23.1;6;
1002;200112;8;;;;0.2;9.1;-3.8;;;;;;;;19.9;4;
1002;200008;8;;;;5.6;29;12.3;;;;;;;;3.1;1;
1002;200110;8;;;;2;19.5;9.8;;;;;;;;71.4;11;
1002;200109;8;;;;3.8;26.8;10.1;;;;;;;;37.9;5;
1002;200108;8;;;;5.6;29.2;13.5;;;;;;;;13.4;4;
1002;200107;8;;;;5.6;28;11.7;;;;;;;;21.3;4;
1002;200106;8;;;;5.9;29.4;11.9;;;;;;;;1.3;1;
1002;200105;8;;;;3.3;22;7.8;;;;;;;;53.6;8;
1002;200103;8;;;;1.6;15;5.2;;;;;;;;243;29;
1002;200102;8;;;;1.1;13.9;0.7;;;;;;;;101;5;
1002;200101;8;;;;0.8;11.6;3.3;;;;;;;;218;21;
1002;200012;8;;;;1.8;12;5.5;;;;;;;;160;24;
1002;200011;8;;;;0.8;10.7;4;;;;;;;;159;18;
1002;200010;8;;;;2.2;17.1;6.9;;;;;;;;53.9;9;
1002;199710;8;;;;2;22.5;9.6;;;;;;;;50.9;11;
1002;200201;8;;;;0.4;11.6;1.3;;;;;;;;61.9;12;
1002;199401;8;;;;0.4;7.9;-1.4;2.6;1.9;;;;;2.5;143.3;17;
1002;199503;8;;;;2.8;15.2;0.8;5.5;3.8;;;;;2.4;26.3;6;
1002;199502;8;;;;0.7;11.9;1.2;4.2;3.5;;;;;1.9;53.4;9;
1002;199501;8;;;;0.4;9.6;-0.8;3.6;3.1;;;;;2.3;113.3;15;
1002;199412;8;;;;0.3;10.4;1.1;4.9;5.2;;;;;1.6;89;14;
1002;199411;8;;;;0.6;14.3;3.5;5.8;6.8;;;;;0.8;64;10;
1002;199410;8;;;;1.6;19.3;7.2;9.7;10.7;;;;;1;58.5;12;
1002;199409;8;;;;3;21.4;7.4;11.2;11;;;;;1.6;41.7;12;
1002;199408;8;;;;6.7;29.5;12;16;15;;;;;1.4;22.8;2;
1002;199407;8;;;;6.4;31.5;12.5;17;16.5;;;;;1.4;12.6;2;
1002;199406;8;;;;6.1;27;10.2;16.5;15.5;;;;;1.7;7.5;3;
1002;199405;8;;;;3.3;18.1;5.3;9.1;8.4;;;;;1.6;87.5;15;
1002;199404;8;;;;2.9;14.1;1.9;6.4;5.6;;;;;2.9;8.6;5;
1002;199712;8;;;;0.2;11.7;2.3;;;;;;;;114;19;
1002;199402;8;;;;0.7;9.4;-2.2;1.9;1.4;;;;;1;56.9;17;
1002;199506;8;;;;6.1;28;10.1;13.7;11;;;;;1.2;39.7;6;
1002;199312;8;;;;0.3;7.7;1.7;5.7;4.8;;;;;2.7;36;18;
1002;199311;8;;;;0.7;11;0.1;4;3.2;;;;;0.9;68.5;11;
1002;199310;8;;;;0.9;12.7;3.5;8.6;7.7;;;;;1.9;172.6;16;
1002;199309;8;;;;2.5;19.3;7.5;11.2;10.4;;;;;1.5;60.9;12;
1002;199308;8;;;;5.5;27.1;11.6;17.5;16.6;;;;;1;29.1;3;
1002;199307;8;;;;5.9;28.1;10.1;14.2;13.8;;;;;1.1;19.2;3;
1002;199306;8;;;;4.4;24.7;10.6;14.9;13.9;;;;;1;62;13;
1002;199305;8;;;;2.4;16.5;5.7;10.1;8.8;;;;;1.2;121.3;20;
1002;199304;8;;;;2.2;13.4;1.8;5.5;4.6;;;;;2.2;60;17;
1002;199303;8;;;;2;14.1;3.2;4.7;3.9;;;;;1.2;19.7;7;
1002;199302;8;;;;1.2;13.1;-1.6;2;1.3;;;;;0.6;14.7;4;
1003;197803;7;;;;1.4;12.7;2;5.7;5.2;;;;;0.9;119.6;23;
1002;199403;8;;;;2.6;18.2;3;6.2;5.6;;;;;1.2;8.4;4;
1002;199607;;;;;;;;;;;;;;1.5;19.4;4;
1002;199709;8;;;;3.6;29.6;11.8;;;;;;;;14.4;6;
1002;199708;8;;;;5;30.3;13.5;;;;;;;;31.7;6;
1002;199707;8;;;;5.4;27.7;12.3;;;;;;;0.8;69.8;9;
1002;199706;8;;;;3.3;20;9.5;;;;;;;1.5;36.5;12;
1002;199705;8;;;;3;19;8.2;;;;;;;1.6;86.1;21;
1002;199704;8;;;;3.6;21.3;6.8;;;;;;;1;19.8;9;
1002;199703;8;;;;3.1;21.8;4.8;;;;;;;0.7;0;0;
1002;199702;8;;;;0.9;14.1;3.4;;;;;;;1.5;12.5;6;
1002;199701;8;;;;0.5;7.3;-4.3;;;;;;;1.2;82.8;15;
1002;199612;8;;;;0.4;12;2.2;;;;;;;1.1;61.8;17;
1002;199611;8;;;;0.7;;;;;;;;;2.1;149;11;
1002;199610;8;;;;1.6;;;;;;;;;0.7;23.5;9;
1002;199504;8;;;;4.4;20.6;3.2;6.4;4.2;;;;;1;9.5;4;
1002;199608;;;;;;;;;;;;;;1.1;53.7;6;
1002;199505;8;;;;4.1;21.4;7.7;11.4;9.7;;;;;1.4;57.4;12;
1002;199606;;;;;5.8;;;;;;;;;1.2;3;3;
1002;199605;;;;;3.3;;;;;;;;;0.8;81.4;14;
1002;199604;;;;;3;;;;;;;;;1;42.9;7;
1002;199603;;;;;1.5;;;;;;;;;1.4;44;13;
1002;199602;;;;;0.6;;;;;;;;;2.3;39.8;12;
1002;199601;;;;;0.4;;;;;;;;;1.9;154.4;23;
1002;199512;;;;;0.4;;;;;;;;;1.9;256.1;15;
1002;199511;;;;;0.7;;;;;;;;;1;144.8;18;
1002;199510;;;;;2.2;;;;;;;;;0.7;67.7;10;
1002;199509;8;;;;3;21.6;9;12.7;10.7;;;;;2;59.3;10;
1002;199508;8;;;;5.8;29.8;12.9;17.2;14.2;;;;;1.1;3;2;
1002;199507;8;;;;5.4;28;13.2;16.3;13.9;;;;;1.2;46.6;8;
1002;200303;8;;;;1.9;15.7;5.5;;;;;;;;53;11;
1002;199609;;;;;2.6;;;;;;;;;1.4;64.1;9;
1003;197406;7;;;;3.8;23;8.6;12;11.1;;;;;21.6;129.1;10;
1003;197508;7;;;;4.3;27.7;10.5;14;13.3;;;;;29.5;15.3;6;
1003;197507;7;;;;4.7;26.2;10.8;14.1;13.4;;;;;14.3;10.9;7;
1003;197506;7;;;;4;23;9.3;12.6;11.9;;;;;15.1;63.4;10;
1003;197505;7;;;;3.9;17.3;5;8.5;7.7;;;;;17.7;60.5;17;
1003;197504;7;;;;2;14.8;1.8;6.2;5.5;;;;;21.3;39;22;
1003;197503;7;;;;0.9;9.6;0.6;4.5;4;;;;;43.9;164.8;19;
1003;197502;7;;;;0.6;12;1.4;5;4.3;;;;;42.1;68.9;14;
1003;197501;7;;;;0.4;9.8;-0.1;3.9;4;;;;;43.5;132.7;16;
1003;197412;7;;;;0.1;7.7;-1;2.1;2;;;;;24.2;23.2;9;
1003;197411;7;;;;0.7;12.3;2;5.8;5.1;;;;;26.4;232;19;
1003;197410;7;;;;1.2;13.6;2.1;5.9;5.4;;;;;12.5;28.2;13;
1003;197409;7;;;;2.3;20.3;7.1;10.3;9.7;;;;;13.6;58.1;12;
1003;197305;7;;;2;2.4;17.7;6.4;11.1;10;;;;;0.8;199.4;16;
1003;197407;7;;;;5.1;27.1;9.7;13.1;12.3;;;;;15.4;6.1;4;4
1003;197511;7;;;;0.8;12;2;5.7;5.4;;;;;27.4;138;19;
1003;197405;7;;;;3.9;18.6;5;9;8.3;;;;;0.7;122;15;
1003;197404;7;;;;2.3;15.4;1.2;5.5;4.7;;;;;0.5;50.8;13;
1003;197403;7;;;;1.3;12.3;1;4.7;4.1;;;;;1.2;76.5;18;
1003;197402;7;;;;0.6;8.9;0.1;2.9;3.1;;;;;2.1;216.6;19;
1003;197401;7;;;;0.3;9.8;2.1;6;5.5;;;;;4.8;254.3;25;
1003;197312;7;;;1.1;0.1;7.5;-1.4;1.9;2.1;;;;;0.8;93.7;18;
1003;197311;7;;;1.5;0.6;14.7;0.2;3.7;3.3;;;;;0.8;8.8;5;
1003;197310;7;;;1.3;1.5;17.5;4.6;7.4;7;;;;;0.6;176.5;15;
1003;197309;7;;;2.5;2.7;23.8;9.5;12.8;12.2;;;;;0.6;52.5;13;
1003;197308;7;;;2.7;4.5;28.5;12.8;15.3;14.7;;;;;0;38;6;
1003;197307;7;;;2.3;3.8;23.7;11;14.8;13.4;;;;;0.5;35.4;11;
1002;200301;8;;;;;9.5;2.9;;;;;;;;153;16;
1003;197408;7;;;;4.1;24.3;9.3;12.7;12;;;;;15.8;6.3;5;
1003;197612;7;;;;0.4;9.5;1.3;5.2;4.6;;;;;1.3;200;20;
1002;197210;7;;;2.5;1.6;14.9;5.4;8;6.7;;;;;2.3;95.2;16;
1003;197801;7;;;;0.5;7.1;-0.7;2.7;2.4;;;;;0.8;204;20;
1003;197712;7;;;;0.8;11.9;2.6;6.8;6;;;;;2.1;231;19;
1003;197711;7;;;;0.4;11.4;2.4;6.2;5.6;;;;;0.2;66.4;17;
1003;197710;7;;;;1.5;18.7;6.9;11.1;10.5;;;;;0.7;126.9;11;
1003;197709;7;;;;2.7;25.5;10.7;13;12.5;;;;;0.2;29.6;8;
1003;197708;7;;;;3.3;22.6;10;12.7;12.2;;;;;0.3;83.4;12;
1003;197707;7;;;;3.8;21.8;10.4;12.9;12;;;;;0.3;102.1;12;
1003;197706;7;;;;3.2;19.4;7.1;10.2;9.7;;;;;0.6;94.8;17;
1003;197705;7;;;;2.2;15;4.9;8.4;7.9;;;;;0.5;108.7;23;
1003;197704;7;;;;2.3;16.4;3.1;6.5;5.9;;;;;0.9;51.2;11;
1003;197703;7;;;;0.9;13.7;3.1;7.1;6;;;;;1.7;119.4;23;
1003;197509;7;;;;2.5;21.6;8.8;11.8;11;;;;;29.1;108.6;14;
1003;197701;7;;;;0.4;7.5;-0.6;3.1;3.3;;;;;11.9;184.9;20;
1003;197510;7;;;;1.4;19.2;7.4;10.4;10.1;;;;;33;115;15;
1003;197611;7;;;;0.4;9.8;0.8;4.5;4.9;;;;;11.3;131.3;17;
1003;197610;7;;;;1.6;14.9;6.8;11.8;9.4;;;;;29.5;228.1;23;
1003;197609;7;;;;0.9;21.1;7.3;10.5;16.7;;;;;17.9;115.9;12;
1003;197608;7;;;;3.9;27.4;10.8;13.6;13.1;;;;;0.5;140.7;11;
1003;197607;7;;;;4.3;26.5;11.6;15;14;;;;;13.7;58.3;11;
1003;197606;7;;;;4.8;28.9;10.6;14.3;13.5;;;;;14.9;35.8;6;
1003;197605;7;;;;4.1;21.9;5;9.5;8.9;;;;;29.3;2.2;6;
1003;197604;7;;;;2.5;15.5;1.3;5.5;4.7;;;;;45.3;68.8;18;
1003;197603;7;;;;1.7;13.5;-0.4;3.9;3.2;;;;;31.2;80;13;
1003;197602;7;;;;0.9;10.6;0.8;3.7;3.5;;;;;30.2;96.1;15;
1003;197601;7;;;;0.2;8.5;-5;-0.6;0.4;;;;;20.7;84.9;7;
1003;197512;7;;;;0.2;7.7;-3.6;0.4;0.9;;;;;23.6;25.8;11;
1003;197304;7;;;2.6;2.4;15.3;1.3;7.4;5.9;;;;;0.1;53.2;12;
1003;197702;7;;;;0.8;9;3.1;6.7;6;;;;;2.1;280.5;27;
1002;200404;8;;;;3;17.6;3.3;;;;;;;;13.4;7;
1002;200506;8;;;;5.9;29.8;13;;;;;;;;4.9;2;
1002;200505;8;;;;3.9;21.6;8.1;;;;;;;;54.6;8;
1002;200504;8;;;;1.9;16.4;5.5;;;;;;;;46.6;13;
1002;200503;8;;;;2.3;14.9;1.8;;;;;;;;18.5;9;
1002;200502;8;;;;;10.9;-1.9;;;;;;;;11.6;4;
1002;200501;8;;;;;7.1;-2;;;;;;;;25.3;4;
1002;200412;8;;;;0.3;8;-0.5;;;;;;;;55.1;8;
1002;200411;8;;;;0.5;13.3;1.6;;;;;;;;12.9;3;
1002;200410;8;;;;1.1;16.9;7.9;;;;;;;;102;21;
1002;200409;8;;;;2.9;26.1;11;;;;;;;;43.3;4;
1002;200408;8;;;;3.9;26.2;12.2;;;;;;;;88.2;12;
1002;200407;8;;;;5.4;29.7;12.4;;;;;;;;8;1;
1003;197306;7;;;2.8;4.2;23.8;9.1;13.3;12.1;;;;;0.5;35.7;7;
1002;200405;8;;;;3.8;20.5;7.3;;;;;;;;48.8;12;
1002;200509;8;;;;3.8;25.8;9.5;;;;;;;;13.9;3;
1002;200403;8;;;;1.5;13.8;2;;;;;;;;47;8;
1002;200402;8;;;;0.9;13;0.6;;;;;;;;14.2;5;
1002;200401;8;;;;0.3;9.6;2.1;;;;;;;;51.1;14;
1002;200312;8;;;;0.3;8.1;1.5;;;;;;;;57.7;14;
1002;200311;8;;;;0.5;12.7;4;;;;;;;;86.3;14;
1002;200310;8;;;;1.3;16.9;6.5;;;;;;;;112;14;
1002;200309;8;;;;3.6;27.1;11.7;;;;;;;;20.9;6;
1002;200308;8;;;;5.6;31.4;17.2;;;;;;;;11.7;5;
1002;200307;8;;;;5.4;29.5;16;;;;;;;;29.1;5;
1002;200306;8;;;;2.7;28.6;13.2;;;;;;;;70.2;10;
1002;200305;8;;;;4.1;21.4;7.9;;;;;;;;2.1;2;
1002;200304;8;;;;2.5;16.8;5.8;;;;;;;;84.3;13;
1002;200406;8;;;;6.1;30;13.4;;;;;;;;35.5;5;
1002;200610;8;;;;1.3;17.8;9.7;;;;;;;;152;18;
1003;197303;7;;;2.3;1.9;15;-1;3.3;3.3;;;;;0.6;51.3;7;
1003;197302;7;;;0.4;0.2;8.7;-1.8;2.4;2.5;;;;;0.7;97;18;
1003;197301;7;;;0.7;0.1;8.3;-2.2;2.2;2.5;;;;;1.3;106.4;16;
1003;197212;7;;;1.8;0.2;9;0.8;4.7;4.1;;;;;4.1;138;20;
1003;197211;7;;;1;0.6;12.9;3.5;6.9;6.7;;;;;0.1;130;18;
1003;197210;7;;;1.6;1.4;17;5;8.7;8;;;;;0.3;140.2;17;
1002;200706;8;;;;3.7;22.5;10.4;;;;;;;;62.7;11;
1002;200705;8;;;;3.5;19.8;8.3;;;;;;;;47.5;10;
1002;200704;8;;;;2.4;18.5;6.2;;;;;;;;40.5;9;
1002;200703;8;;;;1.5;14.1;3.3;;;;;;;;20.4;7;
1002;200702;8;;;;2;12.6;2.7;;;;;;;;97.7;19;
1002;200701;8;;;;0.7;10.7;0.8;;;;;;;;33.2;5;
1002;200507;8;;;;6.5;30.6;13.5;;;;;;;;2.8;1;
1002;200611;8;;;;0.5;14.2;6.4;;;;;;;;111;15;
1002;200508;8;;;;5.6;31.3;13;;;;;;;;7.7;2;
1002;200609;8;;;;3.2;26.5;11.9;;;;;;;;59.1;8;
1002;200608;8;;;;5.5;29;12.2;;;;;;;;23.7;3;
1002;200607;8;;;;5.9;31.4;14.7;;;;;;;;41.2;6;
1002;200606;8;;;;5.6;27.9;11.8;;;;;;;;24.7;3;
1002;200605;8;;;;4.4;22.6;8.7;;;;;;;;41.3;6;
1002;200604;8;;;;3;18.5;6.5;;;;;;;;39.7;9;
1002;200603;8;;;;1.4;14.2;4.5;;;;;;;;79.7;17;
1002;200602;8;;;;0.1;10.8;-1.4;;;;;;;;63.6;8;
1002;200601;8;;;;0.1;8.2;-1.1;;;;;;;;21.8;8;
1002;200512;8;;;;0.1;8;-0.2;;;;;;;;77.9;9;
1002;200511;8;;;;0.7;11.3;3.2;;;;;;;;38.7;11;
1002;200510;8;;;;1.9;20;7.9;;;;;;;;89.5;15;
1002;199211;8;;;;0.7;13.5;4.1;8;7;;;;;1.8;19.7;9;
1002;200612;8;;;;;8.4;0.3;;;;;;;;70.7;13;
1002;197810;7;;;;2.5;20;4.6;7.9;7.1;;;;;1.6;41.8;5;
1002;197912;7;;;;0.4;7.9;0.7;4.8;4;;;;;2.8;68.7;12;
1002;197911;7;;;;1.1;11.5;-0.4;3.9;3.1;;;;;1.7;57.8;8;
1002;197910;7;;;;1.5;15.1;5.5;9.1;8.2;;;;;2;105.2;19;
1002;197909;7;;;;4.5;27.2;9.3;12.8;12;;;;;1.6;3.5;1;
1002;197908;7;;;;6.7;28.7;9.8;13.7;12.8;;;;;2.5;;;
1002;197907;7;;;;7;30.9;12.7;18.6;18;;;;;1.8;30.9;5;
1002;197906;7;;;;5.9;25.9;8.9;12.3;11.9;;;;;1.4;21.1;2;
1002;197905;7;;;;4.1;18.4;4.4;8;7.2;;;;;2.5;46.4;11;
1002;197904;7;;;;2.7;12.3;0.9;4.4;3.5;;;;;4.4;47.6;10;
1002;197903;7;;;;1.1;8;-0.2;2.9;1.9;;;;;3.4;97;21;
1002;197902;7;;;;1.3;7.9;0;4.2;3.4;;;;;3.3;171.6;16;
1002;197901;7;;;;0.7;6.4;-0.4;2.9;2.1;;;;;3.9;148.8;17;
1002;197709;7;;;;4.4;27.3;10;13;12.3;;;;;1;19.7;3;
1002;197811;7;;;;1;12.4;1.7;4.8;4;;;;;1.4;22.4;9;
1002;198003;7;;;;1.8;10.9;0.4;4.2;3.4;;;;;3.5;64.6;11;
1002;197809;7;;;;4.5;28.8;10;13.2;12.4;;;;;1.2;11.2;4;
1002;197808;7;;;;6.1;29.6;9.7;13.6;12.9;;;;;1.6;1.7;1;
1002;197807;7;;;;7.1;28.1;9.8;13.2;12.2;;;;;2.1;0;0;
1002;197806;7;;;;4;20.8;7.4;11.1;10.2;;;;;1.9;67.4;12;
1002;197805;7;;;;3.5;16.6;4.4;7.7;6.8;;;;;2.2;94.7;8;
1002;197804;7;;;;2.2;11.4;0.8;4.5;3.7;;;;;3.4;44.3;15;
1002;197803;7;;;;2.2;12.2;1;4.7;3.8;;;;;4.2;60.3;11;
1002;197802;7;;;;0.8;8.5;-0.3;4.1;3.2;;;;;3.3;197.3;16;
1002;197801;7;;;;0.7;5.5;-2.2;2;1.2;;;;;4;114.1;16;
1002;197712;7;;;;0.5;9.3;1.7;5.4;4.6;;;;;3.4;137.6;17;
1002;197711;7;;;;0.9;9.6;1.4;4.4;3.6;;;;;2.5;14.9;10;
1002;198207;7;;;;6.6;28.9;11.3;15.9;15;;;;;3.3;19.8;2;
1002;197812;7;;;;0.7;7.7;1.6;5.5;4.5;;;;;4.4;234.4;22;
1002;198104;7;;;;2.5;13.9;1.4;5.3;4.4;;;;;5.3;45.8;16;
1002;199301;8;;;;0.2;8.6;-2.2;1.9;1.2;;;;;0.5;3.9;5;
1002;198205;7;;;;4.5;20.3;4.8;9.1;8.1;;;;;1.8;22.2;10;
1002;198204;7;;;;3.7;18.6;2;5.5;4.6;;;;;1.9;19.3;8;
1002;198203;7;;;;2.5;13.3;-0.8;3.3;2.4;;;;;2.8;5.6;5;
1002;198202;7;;;;1.4;10;-1.2;3.4;2.5;;;;;2.4;32.8;7;
1002;198201;7;;;;0.4;7.7;1.3;3.9;3.1;;;;;1.5;45;14;
1002;198112;7;;;;0.5;6.9;0.6;4.8;4;;;;;4.2;238.7;24;
1002;198111;7;;;;0.8;14.8;1.4;4.4;3.5;;;;;0.3;3.5;3;
1002;198110;7;;;;1.3;15.6;6;9.6;8.6;;;;;1.8;93.1;14;
1002;198109;7;;;;4.3;24.9;9;12.7;11.7;;;;;1.6;83.8;10;
1002;198108;7;;;;6.1;30.7;11.5;15;13.9;;;;;1.6;0.6;1;
1002;198107;7;;;;7;29.8;10.2;14;13;;;;;1.8;3.4;2;
1002;198001;7;;;;0.3;6.5;-1.2;2.7;1.9;;;;;2.5;88.4;17;
1002;198105;7;;;;2.8;15.8;3.9;7.7;6.8;;;;;2.7;59;16;
1002;198002;7;;;;1.4;10;0;3.8;3.1;;;;;2.2;61.9;11;
1002;198103;7;;;;1.8;12.9;2.6;6.4;5.5;;;;;2.8;58.1;15;
1002;198102;7;;;;2.6;9.6;-3.7;1.5;0.6;;;;;2.7;34.5;5;
1002;198101;7;;;;2.4;6.9;-3.6;0.8;0;;;;;1.7;15.2;5;
1002;198012;7;;;;1.8;6.2;-4.2;0.9;0.3;;;;;2.2;51.1;7;
1002;198011;7;;;;0.9;10.8;0.1;4.5;3.6;;;;;1.6;71.1;11;
1002;198010;7;;;;1.8;17.4;5.8;9.3;8.4;;;;;2.5;50;11;
1002;198009;7;;;;4.4;26.6;9.1;12.7;11.7;;;;;1;26.1;2;
1002;198008;7;;;;6.4;29.9;12;16.1;15.1;;;;;2;13.9;3;
1002;198007;7;;;;5.9;24.4;8.1;12.9;11.9;;;;;6.8;1.4;1;
1002;198006;7;;;;4.9;21.5;7.8;11.7;10.7;;;;;2.5;41.6;8;
1002;198005;7;;;;2.9;16.3;4;7.7;6.8;;;;;1.8;75;11;
1002;198004;7;;;;3.8;16.3;1.7;5.2;4.3;;;;;2.7;27.2;5;
1002;197708;7;;;;4.4;23.4;9.2;11.2;12.5;;;;;2.2;34.7;8;
1002;198106;7;;;;6.1;26.8;9.3;12.9;12;;;;;1.3;8.4;2;
1002;197311;7;;;2.1;1.4;12.1;0.3;2.4;1.3;;;;;1.4;14.4;4;
1002;197501;7;;;;0.8;7.7;-1.1;2.4;2.3;;;;;2.8;49.9;15;
1002;197412;7;;;0.7;0.7;4;-3.5;0.5;0.2;;;;;9.2;19.9;5;
1002;197411;7;;;2;1.1;10.7;1;3.9;3.1;;;;;2.7;91.7;12;
1002;197410;7;;;2.7;1.9;13.1;1.3;3.7;4.8;;;;;2.7;10.7;4;
1002;197409;7;;;4.7;4.1;21.2;6.8;9.2;7.6;;;;;3.1;15.5;6;
1002;197408;7;;;6.5;6.2;27.1;10;13.6;11.5;;;;;2.6;2.3;1;
1002;197407;7;;;6.7;6.7;28.1;10.8;14.6;12.4;;;;;1.8;1.4;3;
1002;197406;7;;;;5.9;23.6;9.2;13.4;11;;;;;3;84.8;8;
1002;197405;7;;;3;4.2;18.5;5.2;8.6;7;;;;;3.4;48;12;12
1002;197404;7;;;3.6;3.2;14.5;1.5;3.8;2.3;;;;;3.2;17.3;9;
1002;197403;7;;;2.6;2.1;11;0.9;3.6;2;;;;;4.6;33.7;12;
1002;197402;7;;;2.4;1.6;8.1;-1.2;1.3;-0.3;;;;;5.4;80;14;
1002;197710;7;;;;1.9;18;6.1;9.4;8.5;;;;;1.7;66.2;9;
1002;197312;7;;;0.9;1;5.1;-3.1;-1.2;0.9;;;;;1.8;45.7;11;
1002;197504;7;;;;3.8;14.9;2.3;4.9;4.2;;;;;4.1;17;9;
1002;197310;7;;;2.5;2;16.6;4.2;5.9;4.7;;;;;1.8;110.9;12;
1002;197309;7;;;4.8;4.4;23.2;9.3;10.4;8.8;;;;;2.4;16.7;7;
1002;197308;7;;;6;6.5;30;13.5;15;13.5;;;;;2.3;36.1;4;
1002;197307;7;;;5.6;6.3;25.4;10.7;13.3;11.6;;;;;3.8;24.8;8;
1002;197306;7;;;4.9;5.7;24.2;9.6;11.6;9.6;;;;;2.5;29.2;9;
1002;197305;7;;;3.5;3.8;17.7;5.8;8.4;6.6;;;;;2.7;79;14;
1002;197304;7;;;4.6;4.3;15.9;1.2;3.8;2.6;;;;;4.3;17.6;6;
1002;197303;7;;;4.2;3.4;12.7;-0.8;1;0.6;;;;;4.1;26.9;3;
1002;197302;7;;;1.5;2.4;6.7;-3.3;0.5;-0.4;;;;;4.4;61;6;
1002;197301;7;;;1.1;0.9;5.4;-3.2;0.1;0.1;;;;;2.2;56.8;11;
1002;197212;7;;;1.5;0.7;5.4;-1;2.5;1.5;;;;;3.2;82.4;13;
1002;197211;7;;;2;1.2;11;3.2;6.2;4.8;;;;;2.1;80.3;12;
1002;197401;7;;;1.4;0.7;7.6;1.4;4.3;3;;;;;3.1;154.5;19;
1002;197605;7;;;;5.4;22.5;5.8;8.5;6.8;;;;;2.3;8.2;3;
1002;197707;7;;;;5;23.4;8.7;11.4;11.3;;;;;2.2;26.3;6;
1002;197706;7;;;;4.2;19.6;6.5;9;9.4;;;;;1.9;55.8;9;
1002;197705;7;;;;3.2;15.6;4.1;6.6;7;;;;;2.2;87.6;15;
1002;197704;7;;;;3.5;16.7;2.2;5.2;5.5;;;;;2.7;15.5;6;
1002;197703;7;;;;1.8;12.6;1.1;4.2;4.4;;;;;3.4;40.7;15;
1002;197702;7;;;;0.6;7.6;1.2;3.7;4.3;;;;;3.4;111.5;22;
1002;197701;7;;;;0.5;6.2;-2.2;0.8;1.1;;;;;2.6;107.1;19;
1002;197612;7;;;;0.8;6.3;-0.3;1.8;2.6;;;;;3.6;113.8;20;
1002;197611;7;;;;0.6;7.9;-0.2;2.1;2.8;;;;;1.9;85.3;17;
1002;197610;7;;;;1.2;13;5;7.3;8.3;;;;;3;93.7;21;
1002;197609;7;;;;2.8;20.6;7.6;9.8;10.9;;;;;1.8;29.1;10;
1002;197608;7;;;;5.5;27;11.7;13.8;15.2;;;;;2.3;51.8;7;
