indroea;anomes;hmedmes;qmedmes;apormedmes;qcmes;hcmes;dia_cmes;qnmes;hnmes;dia_nmes;orig_dato_id
1617;200206;0.33;5.969;15.471;13.114;0.56;8;2.96;0.22;28;1
1617;200207;0.15;1.591;4.26;2.495;0.2;1;0.627;0.1;29;1
1617;200208;0.09;0.514;1.377;0.965;0.12;11;0.42;0.08;18;1
1617;200209;0.11;0.827;2.144;2.086;0.18;21;0.42;0.08;1;1
1617;200210;0.27;4.81;12.883;13.832;0.58;22;0.627;0.1;1;1
1617;200211;0.79;22.97;59.539;64.755;1.67;14;6.922;0.37;2;1
1617;200212;0.95;29.258;78.363;66.339;1.7;28;20.321;0.75;21;1
1617;200301;0.85;24.874;66.622;45.483;1.3;21;14.55;0.6;17;1
1617;200302;0.56;13.499;32.656;31.072;1;4;8.126;0.41;25;1
1617;200303;0.43;8.96;23.998;22.364;0.8;1;6.626;0.36;23;1
1617;200304;0.36;6.559;17.001;10.041;0.47;20;4.684;0.29;8;1
1617;200305;0.3;5.129;13.737;8.44;0.42;1;3.193;0.23;28;1
1617;200306;0.17;1.999;5.181;3.915;0.26;3;0.965;0.12;21;1
1617;200307;0.15;1.451;3.887;3.658;0.25;27;0.796;0.11;12;1
1617;200308;0.1;0.676;1.809;1.677;0.16;1;0.523;0.09;8;1
1617;200309;0.11;0.796;2.063;1.303;0.14;10;0.523;0.09;18;1
1617;200310;0.16;2.164;5.796;17.951;0.69;31;0.42;0.08;1;1
1617;200311;0.52;12.309;31.904;31.072;1;30;3.193;0.23;11;1
1617;200312;0.66;17.89;47.916;52.737;1.44;30;6.626;0.36;26;1
1617;200401;0.65;16.649;44.592;28.377;0.94;1;12.755;0.55;11;1
1617;200402;0.4;7.979;19.991;13.114;0.56;1;6.329;0.35;19;1
1617;200403;0.34;6.156;16.489;7.812;0.4;1;5.219;0.31;21;1
1617;200404;0.38;7.201;18.664;13.114;0.56;20;4.684;0.29;13;1
1617;200502;0.45;4.005;9.689;6.145;0.53;23;2.881;0.4;19;1
1617;200503;0.49;5.111;13.69;10.418;0.65;27;2.881;0.4;20;1
1617;200504;0.61;9.767;25.316;22.307;0.89;21;3.746;0.44;14;1
1617;200505;0.51;5.725;15.333;17.618;0.8;16;2.704;0.39;31;1
1617;200506;0.33;1.743;4.519;2.527;0.38;1;0.866;0.26;28;1
1617;200507;0.24;0.72;1.929;1.292;0.3;1;0.288;0.18;23;1
1617;200508;0.17;0.256;0.685;0.457;0.21;1;0.193;0.16;25;1
1617;200509;0.18;0.288;0.747;0.759;0.25;13;0.193;0.16;1;1
1617;200510;0.26;1.334;3.573;6.745;0.55;31;0.193;0.16;1;1
1617;200511;0.56;7.33;18.998;20.213;0.85;14;3.962;0.45;24;1
1617;200512;0.65;11.587;31.034;44.542;1.3;2;5.246;0.5;23;1
1617;200601;0.62;9.594;25.697;30.282;1.04;1;5.246;0.5;27;1
1617;200602;0.67;13.412;32.447;54.198;1.47;19;0.08;0.12;21;1
1617;200603;0.83;19.696;52.753;71.755;1.8;24;8.466;0.6;17;1
1617;200604;0.61;9.075;23.521;19.694;0.84;5;4.989;0.49;30;1
1617;200605;0.41;3.145;8.425;5.246;0.5;21;1.433;0.31;31;1
1617;200606;0.27;0.987;2.557;1.292;0.3;1;0.608;0.23;25;1
1617;200607;0.21;0.496;1.328;0.684;0.24;1;0.193;0.16;31;1
1617;200608;0.17;0.266;0.712;0.759;0.25;20;0.146;0.15;30;1
1617;200609;0.17;0.292;0.758;1.079;0.28;25;0.124;0.14;3;1
1617;200610;0.59;10.388;27.822;49.057;1.38;25;0.457;0.21;1;1
1617;200611;0.75;17.964;46.563;100;2.24;28;2.881;0.4;10;1
1617;200612;0.89;22.871;61.257;113.6;2.42;9;5.364;0.54;29;1
1617;200701;0.64;9.108;24.396;15.35;0.77;25;5.989;0.56;21;1
1617;200702;0.83;19.391;46.911;52.478;1.44;18;5.648;0.55;4;1
1617;200703;0.67;11.027;29.535;24.94;0.94;7;5.364;0.54;26;1
1617;200704;0.49;4.095;10.615;8.153;0.62;1;2.591;0.42;24;1
1617;200705;0.46;3.443;9.223;6.672;0.58;1;2.007;0.38;30;1
1617;200706;0.39;2.167;5.616;3.776;0.48;20;1.352;0.32;30;1
1617;200707;0.28;1.055;2.825;1.883;0.37;4;0.751;0.24;15;1
1617;200708;0.23;0.718;1.922;0.751;0.24;1;0.533;0.2;31;1
1617;200709;0.18;0.423;1.096;0.533;0.2;1;0.357;0.16;15;1
1617;200710;0.18;0.274;0.735;0.279;0.18;1;0.244;0.17;11;1
1617;200711;0.21;0.435;1.126;1.025;0.31;22;0.279;0.18;1;1
1617;200712;0.26;0.697;1.866;1.114;0.32;10;0.447;0.22;2;1
1617;200801;0.52;4.639;12.426;21.428;1;16;0.732;0.27;1;1
1617;200802;0.46;2.941;7.368;6.581;0.64;4;1.939;0.4;26;1
1617;200803;0.53;4.921;13.18;22.005;1.01;28;1.939;0.4;21;1
1617;200804;0.77;12.322;31.938;40.889;1.33;9;3.641;0.51;7;1
1617;200807;0.3;0.984;2.635;1.492;0.36;3;0.546;0.24;31;1
1617;200808;0.24;0.541;1.448;1.38;0.35;17;0.347;0.2;29;1
1617;200809;0.25;0.649;1.681;1.939;0.4;6;0.397;0.21;28;1
1617;200810;0.25;1.064;2.851;3.543;0.42;31;0.55;0.2;4;1
1617;200811;0.5;6.338;16.427;28.141;0.95;30;2.897;0.39;23;1
1617;200812;0.77;17.957;48.095;49.828;1.23;14;6.42;0.53;30;1
1617;200901;0.75;18.173;48.675;65.839;1.46;26;4.99;0.48;12;1
1617;200902;0.75;16.845;40.751;39.551;1.1;5;5.963;0.53;28;1
1617;200903;0.55;7.032;18.836;19.843;0.85;5;3.824;0.45;31;1
1617;200904;0.48;4.751;12.314;7.967;0.59;10;3.346;0.42;5;1
1617;200905;0.46;4.164;11.152;8.272;0.6;26;2.875;0.4;10;1
1617;200906;0.46;4.476;11.602;14.196;0.74;10;2.24;0.36;30;1
1617;200907;0.33;1.932;5.175;8.541;0.61;23;1.05;0.27;21;1
1617;200908;0.26;1.035;2.771;2.321;0.37;2;0.595;0.22;31;1
1617;200909;0.19;0.446;1.156;0.55;0.21;1;0.366;0.18;29;1
1617;200910;0.28;1.313;3.517;3.367;0.42;25;0.32;0.17;2;1
1617;200911;0.68;13.3;34.473;39.351;1.12;16;1.365;0.3;1;1
1617;200912;0.95;27.96;74.888;124.541;2.34;6;9.739;0.64;20;1
1617;201001;0.86;21.675;58.056;71.732;1.63;14;10.636;0.67;11;1
1617;201002;0.84;21.942;53.083;102.791;2.09;25;7.056;0.57;19;1
1617;201003;0.71;13.526;36.228;36.735;1.08;1;7.159;0.57;18;1
1617;201004;0.64;10.438;27.054;25.922;0.94;4;5.375;0.51;30;1
1617;201005;0.49;4.941;13.233;8.835;0.62;10;3.121;0.41;31;1
1617;201006;0.53;8.098;20.991;50.491;1.28;11;2.195;0.36;5;1
1617;201007;0.33;1.771;4.743;3.133;0.41;3;0.921;0.26;31;1
1617;201008;0.21;0.58;1.554;0.86;0.25;1;0.37;0.18;31;1
1617;201009;0.19;0.432;1.12;1.016;0.26;2;0.27;0.16;25;1
1617;201010;0.34;2.446;6.552;11.59;0.66;31;0.32;0.17;1;1
1617;201011;0.79;19.413;50.319;66.87;1.55;21;3.9;0.45;7;1
1617;201012;0.76;16.858;45.154;78.84;1.74;8;7.82;0.59;31;1
1617;201101;0.73;15.672;41.976;64.27;1.52;6;6.79;0.56;3;1
1617;201102;0.66;11.921;28.84;39.79;1.11;17;4.86;0.49;11;1
1617;201103;0.57;7.213;19.32;15.5;0.77;30;4.85;0.49;24;1
1617;201104;0.48;4.826;12.509;7.67;0.58;23;3.26;0.42;17;1
1617;201105;0.44;4.209;11.274;14.8;0.75;30;1.82;0.33;27;1
1617;201106;0.32;1.688;4.375;3.83;0.45;1;0.81;0.24;30;1
1617;201107;0.22;0.659;1.764;0.94;0.26;20;0.42;0.19;31;1
1617;201108;0.17;0.318;0.853;0.42;0.19;8;0.23;0.15;23;1
1617;201109;0.15;0.219;0.568;0.32;0.17;4;0.16;0.13;24;1
1617;201110;0.18;0.59;1.581;4.265;0.46;27;0.155;0.13;19;1
1617;201111;0.35;2.106;5.459;3.968;0.45;12;1.131;0.28;2;1
1617;201112;0.54;6.677;17.883;21.54;0.87;17;2.031;0.35;1;1
1617;201201;0.46;4.294;11.502;10.316;0.66;2;2.7;0.39;31;1
1617;201202;0.38;2.582;6.47;3.649;0.44;6;1.94;0.34;29;1
1617;201203;0.33;1.783;4.774;2.616;0.39;19;1.36;0.3;30;1
1617;201204;0.57;9.733;25.229;51.94;1.31;19;1.26;0.29;4;1
1617;201205;0.54;6.884;18.437;19.487;0.84;9;2.602;0.38;31;1
1617;201206;0.4;3.027;7.845;7.511;0.58;18;1.767;0.33;29;1
1617;201207;0.28;1.249;3.345;2.098;0.35;8;0.612;0.22;31;1
1617;201208;0.18;0.399;1.069;0.551;0.21;1;0.228;0.15;31;1
1617;201209;0.14;0.201;0.52;0.64;0.22;26;0.1;0.11;16;1
1617;201210;0.23;0.76;2.037;3.237;0.42;18;0.23;0.15;9;1
1617;201211;0.42;3.583;9.286;8.999;0.62;30;0.692;0.23;1;1
1617;201212;0.71;14.091;37.741;45.987;1.22;15;4.402;0.47;12;1
1617;201301;0.96;29.714;79.585;148.682;2.73;19;6.735;0.56;8;1
1617;201302;0.82;19.347;46.803;57.559;1.4;2;8.944;0.62;26;1
1617;201303;0.84;21.488;57.554;61.05;1.45;12;6.595;0.55;6;1
1617;201304;0.79;18.263;47.337;71.095;1.62;11;6.315;0.54;30;1
1617;201305;0.51;5.521;14.787;10.249;0.66;19;3.802;0.45;14;1
1617;201306;0.4;2.873;7.447;4.377;0.47;1;1.515;0.31;30;1
1617;201307;0.24;0.788;2.111;1.5;0.31;1;0.49;0.2;26;1
1617;201308;0.16;0.295;0.791;0.478;0.2;1;0.127;0.12;31;1
1617;201309;0.12;0.154;0.4;0.793;0.24;29;0.08;0.1;4;1
1617;201310;0.34;3.152;8.442;19.237;0.82;22;0.27;0.16;12;1
1617;201311;0.65;12.272;31.81;60.436;1.44;5;3.831;0.45;1;1
1617;201312;0.57;9.688;25.948;39.395;1.12;25;2.7;0.39;16;1
1617;201401;0.96;28.01;75.021;56.499;1.4;6;12.438;0.71;12;1
1617;201402;1.08;36.204;87.586;85.932;1.83;5;11.757;0.69;24;1
1617;201403;0.74;16.4;43.926;62.069;1.47;2;6.457;0.55;20;1
1617;201404;0.54;6.519;16.896;13.359;0.72;2;4.402;0.47;18;1
1617;201405;0.42;3.31;8.865;5.567;0.52;1;2.026;0.35;19;1
1617;201406;0.33;1.817;4.709;2.905;0.4;1;1.165;0.28;20;1
1617;201407;0.28;1.234;3.306;2.807;0.4;20;0.55;0.21;31;1
1617;201408;0.2;0.517;1.385;0.821;0.25;4;0.32;0.17;26;1
1617;201409;0.19;0.439;1.139;1.015;0.27;17;0.27;0.16;4;1
1617;201410;0.3;1.816;4.863;10.128;0.64;17;0.349;0.18;5;1
1617;201411;0.68;12.608;32.679;31.57;1.02;15;1.434;0.3;1;1
1617;201412;0.55;6.705;17.958;12.482;0.7;28;4.85;0.49;26;1
1617;201501;0.73;18.053;48.353;154.927;2.75;31;3.9;0.45;10;1
1617;201502;0.88;22.957;55.537;59.421;1.43;3;11.183;0.68;19;1
1617;201503;0.63;10.838;29.027;41.562;1.14;3;4.542;0.48;31;1
1617;201504;0.46;4.244;11;9.001;0.62;27;3.182;0.42;24;1
1617;201505;0.45;4.33;11.596;16.064;0.78;5;1.659;0.32;31;1
1617;201506;0.26;0.959;2.487;1.677;0.32;1;0.491;0.2;30;1
1617;201507;0.17;0.331;0.887;0.577;0.21;3;0.204;0.14;24;1
1617;201508;0.16;0.264;0.708;0.643;0.22;29;0.149;0.13;12;1
1617;201509;0.18;0.415;1.075;1.405;0.3;17;0.16;0.13;12;1
1617;201510;0.3;1.653;4.429;6.054;0.53;6;0.27;0.16;2;1
1617;201511;0.36;2.301;5.963;5.211;0.5;23;1.37;0.3;19;1
1617;201512;0.37;2.513;6.73;6.231;0.54;31;1.62;0.32;13;1
1617;201601;0.95;28.558;76.49;138.995;2.59;8;6.033;0.52;1;1
1617;201602;1.07;36.455;91.341;143.562;2.63;13;7.332;0.58;5;1
1617;201603;0.76;16.2;43.389;40.417;1.12;7;6.949;0.56;25;1
1617;201604;0.74;14.606;37.858;41.905;1.15;17;6.601;0.55;30;1
1617;201605;0.56;6.831;18.297;11.486;0.69;14;5.093;0.5;27;1
1617;201606;0.45;4.042;10.476;11.007;0.67;17;2.178;0.36;30;1
1617;201607;0.3;1.423;3.811;4.548;0.47;7;0.684;0.23;31;1
1617;201608;0.19;0.442;1.184;0.652;0.22;1;0.32;0.17;24;1
1617;201609;0.17;0.388;1.007;1.301;0.29;15;0.115;0.12;10;1
1617;201610;0.18;0.382;1.023;0.653;0.22;18;0.231;0.15;10;1
1617;201611;0.32;2.014;5.221;7.445;0.58;25;0.319;0.17;1;1
1617;201612;0.36;2.222;5.951;4.068;0.46;17;1.622;0.32;12;1
1617;201701;0.33;1.821;4.877;2.355;0.37;30;1.494;0.31;25;1
1617;201702;0.61;10.455;25.292;45.025;1.2;4;2.726;0.39;1;1
1617;201703;0.58;7.754;20.767;18.283;0.82;24;4.173;0.46;20;1
1617;201704;0.44;3.956;10.254;10.036;0.65;1;2.065;0.35;29;1
1617;201705;0.4;2.975;7.969;5.892;0.53;14;1.782;0.33;25;1
1617;201706;0.29;1.297;3.363;2.198;0.36;1;0.694;0.23;26;1
1617;201707;0.22;0.636;1.704;1.883;0.34;1;0.319;0.17;31;1
1617;201708;0.15;0.249;0.667;0.383;0.18;29;0.16;0.13;25;1
1617;201709;0.14;0.209;0.54;0.235;0.15;24;0.16;0.13;9;1
1617;201710;0.14;0.187;0.502;0.286;0.16;22;0.13;0.12;10;1
1617;201711;0.17;0.355;0.92;0.952;0.26;25;0.194;0.14;1;1
1617;201712;0.46;6.301;16.877;29.388;0.98;11;0.386;0.18;7;1
1617;201801;0.75;15.544;41.632;40.272;1.14;5;7.293;0.57;24;1
1617;201802;0.77;16.552;40.043;45.656;1.21;17;7.592;0.58;27;1
1617;201803;1.02;31.66;84.798;65.116;1.52;31;15.238;0.76;23;1
1617;201804;0.76;16.655;43.17;47.924;1.23;4;6.078;0.53;28;1
1617;201805;0.45;3.941;10.555;6.285;0.54;3;2.697;0.39;25;1
1617;201806;0.39;2.748;7.123;5.851;0.53;11;1.495;0.31;26;1
1617;201807;0.3;1.537;4.117;3.993;0.45;3;0.774;0.24;28;1
1617;201808;0.21;0.55;1.474;0.989;0.26;10;0.319;0.17;31;1
1617;201809;0.16;0.271;0.703;0.319;0.17;1;0.213;0.15;30;1
1617;201810;0.19;0.48;1.287;1.777;0.33;29;0.194;0.14;1;1
1617;201811;0.55;7.992;20.716;25.821;0.93;25;1.214;0.29;4;1
1617;201812;0.63;9.942;26.63;27.927;0.97;19;5.36;0.51;12;1
1617;201901;0.63;12.321;32.999;103.336;2.09;31;3.467;0.43;15;1
1617;201902;0.69;13.688;33.115;64.48;1.51;1;5.106;0.5;28;1
1617;201903;0.59;8.796;23.559;36.618;1.08;7;4.122;0.46;31;1
1617;201904;0.62;9.857;25.549;26.402;0.95;10;3.909;0.45;2;1
1617;201905;0.5;5.31;14.222;12.53;0.71;10;2.689;0.39;31;1
1617;201906;0.39;2.901;7.52;7.729;0.59;7;1.622;0.32;30;1
1617;201907;0.26;1.017;2.725;1.606;0.32;1;0.619;0.22;24;1
1617;201908;0.2;0.506;1.356;0.834;0.25;10;0.273;0.16;29;1
1617;201909;0.14;0.214;0.554;0.297;0.17;26;0.16;0.13;17;1
1617;201910;0.25;1.168;3.127;4.128;0.46;20;0.231;0.15;11;1
1617;201911;0.98;30.154;78.16;105.936;2.14;23;1.525;0.31;1;1
1617;201912;1.07;36.082;96.643;151.801;2.74;13;10.73;0.67;10;1
1617;202001;0.7;13.446;36.014;45.676;1.22;17;6.534;0.55;14;1
1617;202002;0.63;9.647;24.172;22.248;0.88;1;6.504;0.55;24;1
1617;202003;0.73;15.842;42.432;59.655;1.44;2;5.645;0.52;31;1
1617;202004;0.52;5.583;14.472;7.675;0.58;6;4.47;0.47;24;1
1617;202005;0.43;3.759;10.067;9.372;0.63;1;1.423;0.3;31;1
1617;202006;0.31;1.569;4.066;2.884;0.4;13;1.013;0.27;25;1
1617;202007;0.21;0.566;1.515;0.96;0.26;1;0.28;0.16;29;1
1617;202008;0.19;0.443;1.186;0.927;0.26;21;0.199;0.14;10;1
1617;202009;0.17;0.334;0.866;0.553;0.21;28;0.15;0.13;17;1
1617;202010;0.38;2.976;7.97;9.388;0.63;26;0.428;0.19;1;1
1617;202011;0.49;5.068;13.136;11.53;0.68;9;2.871;0.4;6;1
1617;202012;0.97;29.745;79.669;127.062;2.43;11;3.385;0.43;3;1
1617;202101;0.86;22.497;60.257;65.051;1.52;22;7.168;0.57;19;1
1617;202102;0.94;26.502;64.115;59.042;1.42;21;12.413;0.71;28;1
1617;202103;0.58;7.713;20.658;14.976;0.76;2;4.371;0.47;31;1
1617;202104;0.45;3.995;10.355;7.657;0.58;26;2.697;0.39;19;1
1617;202105;0.47;4.588;12.289;15.099;0.76;16;2.521;0.38;31;1
1617;202106;0.38;2.728;7.071;7.493;0.58;18;1.316;0.29;16;1
1617;202107;0.29;1.288;3.449;2.089;0.35;1;0.738;0.24;31;1
1617;202108;0.21;0.534;1.431;0.86;0.25;5;0.298;0.17;30;1
1617;202109;0.18;0.379;0.983;0.743;0.24;15;0.231;0.15;8;1
1619;197010;0.54;1.345;3.603;2.3;0.59;15;0.9;0.52;4;1
1619;197011;0.76;8.66;22.447;45.8;1.46;29;0.9;0.52;3;1
1619;197012;0.84;9.329;24.987;31.9;1.27;1;5.4;0.72;21;1
1619;197101;1.52;63.026;168.808;209;2.86;24;8.3;0.82;2;1
1619;197102;1.2;30.414;73.578;132.5;2.3;18;14.2;0.97;13;1
1619;197103;1.15;27.803;74.468;100.5;2.03;20;8.6;0.83;13;1
1619;197104;1.1;21.78;56.454;50.6;1.52;5;14.2;0.97;19;1
1619;197105;1.01;16.797;44.988;41.8;1.41;28;9;0.84;11;1
1619;197106;1.1;21.83;56.583;72.2;1.76;15;12.4;0.93;23;1
1619;197107;0.88;12.555;33.627;77.1;1.81;25;4.3;0.68;9;1
1619;197108;0.78;7.145;19.138;12.4;0.93;7;4.6;0.69;31;1
1619;197109;0.63;3.173;8.225;4.6;0.69;1;0.3;0.63;16;1
1619;197110;0.59;2.286;6.123;3.19;0.63;14;1.88;0.57;31;1
1619;197111;0.77;8.063;20.9;61.75;1.65;30;1.88;0.57;1;1
1619;197112;0.95;15.736;42.147;70.3;1.74;3;7.04;0.78;18;1
1619;197201;1.33;42.453;113.707;177.5;2.65;20;7.6;0.8;6;1
1619;197202;2.05;116.969;293.077;453;4.2;11;27;1.2;29;1
1619;197203;1.61;69.982;187.44;340;3.6;8;16.08;1.01;31;1
1619;197204;1.09;22.259;57.695;82.3;1.86;11;10.66;0.89;29;1
1619;197205;1.17;26.547;71.105;81.25;1.85;22;12.35;0.93;9;1
1619;197206;0.98;14.79;38.336;24.12;1.15;7;9.98;0.87;26;1
1619;197207;0.76;6.635;17.772;9.98;0.87;1;3.65;0.65;30;1
1619;197208;0.59;2.283;6.115;3.65;0.65;1;1.06;0.53;27;1
1619;197209;0.54;1.323;3.428;2.5;0.6;11;0.65;0.51;7;1
1619;197210;0.32;3.642;9.754;14.5;0.61;27;2.02;0.26;24;1
1619;197211;0.52;10.989;28.484;27.25;0.85;21;3.98;0.34;11;1
1619;197212;0.72;20.94;56.087;47.73;1.13;7;10.71;0.53;23;1
1619;197301;0.86;31.109;83.323;110.4;1.76;22;13.06;0.58;10;1
1619;197302;0.96;35.753;86.493;64.6;1.32;2;19;0.7;9;1
1619;197303;0.69;18.642;49.93;38.65;1.02;28;12.12;0.56;23;1
1619;197304;0.57;12.466;32.313;18.5;0.69;29;8.19;0.47;22;1
1619;197305;0.82;27.092;72.562;63.68;1.31;22;11.18;0.54;16;1
1619;197306;0.46;8.185;21.215;20;0.72;1;4.79;0.37;19;1
1619;197307;0.34;3.953;10.587;7.45;0.45;18;3.17;0.31;29;1
1619;197308;0.27;2.348;6.289;3.17;0.31;1;1.36;0.23;30;1
1619;197309;0.23;1.448;3.753;2.46;0.28;21;0.92;0.21;9;1
1619;197310;0.44;7.517;20.133;18;0.68;16;4.79;0.37;10;1
1619;197311;0.37;4.859;12.595;7.82;0.46;3;3.98;0.34;29;1
1619;197312;0.54;12.559;33.639;38.65;1.02;22;4.25;0.35;1;1
1619;197401;1.02;41.865;112.133;119.8;1.84;9;15;0.62;1;1
1619;197402;1.35;71.522;173.026;160.25;2.17;16;25.95;0.83;28;1
1619;197403;0.87;28.796;77.128;58.13;1.25;3;18;0.68;31;1
1619;197404;0.58;13.353;34.611;22;0.76;3;8.93;0.49;26;1
1619;197405;0.62;15.432;41.332;36.35;0.99;4;9.3;0.5;25;1
1619;197406;0.45;7.847;20.339;21.5;0.75;28;3.98;0.34;19;1
1619;197407;0.37;4.868;13.039;11.18;0.54;1;2.46;0.28;30;1
1619;197408;0.26;1.963;5.258;2.46;0.28;1;1.36;0.23;28;1
1619;197409;0.28;2.424;6.284;3.71;0.33;4;1.58;0.24;22;1
1619;197410;0.34;4.126;11.052;8.64;0.48;23;2.68;0.29;13;1
1619;197411;0.61;16.52;42.819;66.45;1.34;25;3.62;0.33;6;1
1619;197412;0.54;11.514;30.84;20;0.72;1;9.02;0.49;22;1
1619;197501;0.87;33.28;89.137;125.8;1.89;18;9.4;0.5;1;1
1619;197502;0.78;23.569;57.018;59.98;1.27;15;17;0.66;27;1
1619;197503;1.05;46.595;124.8;188.65;2.37;10;17;0.66;30;1
1619;197504;0.66;17.063;44.227;24.65;0.81;7;12.62;0.57;27;1
1619;197505;0.54;11.181;29.946;16.5;0.65;17;6.36;0.42;28;1
1619;197506;0.38;5.215;13.518;9.4;0.5;1;3.86;0.34;24;1
1619;197507;0.3;3.003;8.042;4.4;0.36;1;2.02;0.26;31;1
1619;197508;0.24;1.574;4.216;2.24;0.27;6;1.2;0.22;21;1
1619;197509;0.31;4.337;11.242;33.75;0.95;28;1.2;0.22;1;1
1619;197510;0.49;9.304;24.92;24.65;0.81;2;5.3;0.39;12;1
1619;197511;0.69;19.202;49.772;46.9;1.12;30;11.24;0.54;15;1
1619;197512;0.82;27.092;72.564;82;1.5;3;13.54;0.59;31;1
1619;197601;0.63;16.688;44.696;87;1.55;31;10.78;0.53;20;1
1619;197602;0.79;24.303;60.893;52.67;1.19;1;16;0.64;28;1
1619;197603;0.73;21.307;57.068;55.35;1.22;24;13.08;0.58;10;1
1619;197604;0.6;14.261;36.965;19;0.7;4;10.78;0.53;30;1
1619;197605;0.47;8.148;21.825;13.08;0.58;11;4.7;0.37;30;1
1619;197606;0.31;3.265;8.464;4.4;0.36;1;2.46;0.28;29;1
1619;197607;0.27;2.228;5.969;5;0.38;5;1.2;0.22;29;1
1619;197608;0.23;1.356;3.632;2.9;0.3;29;0.8;0.2;10;1
1619;197609;0.28;2.418;6.267;6.74;0.43;29;1.6;0.24;5;1
1619;197610;0.78;26.225;70.24;72;1.4;25;5.6;0.4;1;1
1619;197611;1.1;51.998;134.78;272.5;2.9;4;19;0.7;24;1
1619;197612;1.37;82.682;221.456;281.25;2.95;4;21;0.74;30;1
1619;197701;1.08;47.707;127.779;208;2.5;26;19;0.7;9;1
1619;197702;1.58;96.723;233.991;263.75;2.85;12;37.83;1.01;1;1
1619;197703;1.02;39.394;105.513;79;1.47;13;24.65;0.81;8;1
1619;197704;0.77;23.47;60.834;45.25;1.1;5;14.5;0.61;27;1
1619;197705;0.66;17.325;46.402;30.5;0.9;17;13.08;0.58;11;1
1619;197706;0.58;13.105;33.969;20;0.72;18;9.86;0.51;28;1
1619;197707;0.53;10.821;28.984;23.5;0.79;8;5.3;0.39;25;1
1619;197708;0.48;8.95;23.971;19;0.7;28;3.86;0.34;12;1
1619;197709;0.41;6.155;15.953;10.78;0.53;25;3.62;0.33;18;1
1619;197710;0.65;20.105;53.848;135.4;1.97;9;5;0.38;1;1
1619;197711;0.64;16.196;41.98;27.25;0.85;22;9.86;0.51;1;1
1619;197712;1.01;40.365;108.114;119.8;1.84;11;15.5;0.63;1;1
1619;197801;1.28;70.136;187.853;290;3;29;18;0.68;10;1
1619;197802;1.31;68.15;164.868;178.5;2.3;28;27.25;0.85;10;1
1619;197803;1.13;51.491;137.914;255;2.8;1;28.55;0.87;28;1
1619;197804;0.97;35.998;93.306;66.45;1.34;2;20.5;0.73;23;1
1619;197805;0.74;21.118;56.563;33.75;0.95;1;12.62;0.57;31;1
1619;197806;0.54;11.528;29.881;20;0.72;26;7.88;0.46;12;1
1619;197807;0.38;5.221;13.985;9.4;0.5;1;3.38;0.32;29;1
1619;197808;0.29;2.651;7.1;3.38;0.32;1;2.02;0.26;26;1
1619;197809;0.27;2.211;5.73;2.68;0.29;7;1.8;0.25;2;1
1619;197810;0.25;1.8;4.821;1.8;0.25;1;1.8;0.25;1;1
1619;197811;0.26;2.042;5.293;2.68;0.29;28;1.8;0.25;1;1
1619;197812;0.93;41.22;110.404;223;2.6;29;2.24;0.27;2;1
1619;197901;1.41;82.85;221.905;350;3.3;12;25.3;0.82;25;1
1619;197902;1.74;118.933;287.723;308;3.09;12;29.2;0.88;27;1
1619;197903;1.15;51.998;139.272;122.2;1.86;26;24.65;0.81;13;1
1619;197904;1.2;56.755;147.109;144;2.04;11;25.95;0.83;30;1
1619;197905;0.8;25.514;68.335;57.2;1.24;30;11.24;0.54;17;1
1619;197906;0.54;11.657;30.214;25.3;0.82;1;6.36;0.42;29;1
1619;197907;0.35;4.261;11.413;5.6;0.4;1;2.68;0.29;31;1
1619;197908;0.27;2.325;6.228;2.68;0.29;6;2.02;0.26;29;1
1619;197909;0.24;1.608;4.168;2.02;0.26;1;1.4;0.23;12;1
1619;197910;0.38;5.446;14.588;16;0.64;27;1.6;0.24;1;1
1619;197911;0.7;21.784;56.465;75;1.43;15;7.5;0.45;7;1
1619;197912;0.97;39.015;104.499;113.85;1.79;31;9.4;0.5;6;1
1619;198001;1.03;40.942;109.659;110.4;1.76;1;21.5;0.75;18;1
1619;198002;0.86;28.122;70.464;43.6;1.08;20;21.5;0.75;14;1
1619;198003;0.91;32.681;87.532;79;1.47;27;19;0.7;23;1
1619;198004;0.67;17.937;46.492;37;1;15;7.88;0.46;28;1
1619;198005;0.61;15.279;40.922;41.125;1.05;12;6.36;0.42;27;1
1619;198006;0.43;7.119;18.452;14.5;0.61;15;3.38;0.32;6;1
1619;198007;0.27;2.223;5.953;3.62;0.33;1;1.8;0.25;14;1
1619;198008;0.25;1.91;5.115;2.02;0.26;2;1.6;0.24;27;1
1619;198009;0.22;1.275;3.304;2.02;0.26;29;1;0.21;19;1
1619;198010;0.41;6.892;18.46;22;0.76;18;1.8;0.25;2;1
1619;198011;0.6;14.949;38.747;57.2;1.24;13;5;0.38;5;1
1619;198012;0.78;32.716;87.626;334;3.22;20;9.02;0.49;12;1
1619;198101;0.66;17.07;45.719;39.475;1.03;16;9.4;0.5;8;1
1619;198102;0.71;22.303;53.956;154;2.12;28;11.7;0.55;17;1
1619;198103;0.93;34.114;91.37;94.3;1.62;30;19;0.7;20;1
1619;198104;0.78;23.783;61.646;45.25;1.1;13;17;0.66;24;1
1619;198105;0.73;20.803;55.719;27.9;0.86;30;15;0.62;4;1
1619;198106;0.52;10.671;27.66;21.5;0.75;3;4.7;0.37;26;1
1619;198107;0.33;3.683;9.863;4.4;0.36;1;2.68;0.29;28;1
